Ingredient,Quantity
oil industrial cocnt confection fat ice crm coatings,200
oil industrial palm kernel (hydrog) for whipped toppings,200
oil industrial cocnt (hydrogenated) for toppings  whiteners,200
oil industrial palm  palm kernel filling fat (non-hydrog),200
oil industrial palm kernel (hydrogenated) filling fat,200
oil industrial soy (parthydr ) palm  icings  fillings,200
margarine indus non-dairy cttnsd soy oil (part hydr ),200
shortening industrial soy (partially hydr )corn for frying,200
shortening indus soy (part hydr ) for baking  confections,200
margarine indus soy  part hydr soy oil baking sauces candy,200
usda cmdty fd oil veg soybn refined,200
usda cmdty fd oil veg lo saturated fat,200
margarine-like sprd smart balance reg buttery sprd,200
margarine-like sprd smart balance lt buttery sprd,200
margarine-like sprd smart beat super lt wo saturated fat,200
margarine-like sprd smart beat smart squeeze,200
margarine-like sprd smart balance omega plus sprd,200
oil veg natreon canola hi stability non trans hi oleic (70),200
oil pam cooking spray original,200
margarine margarine-like veg oil sprd 67-70 fat tub,200
margarine 80 fat tub canola harvest soft sprd,200
oil cooking  salad enova 80 diglycerides,200
salad drsng honey mustard drsng red cal,200
margarine-like sprd benecol lt sprd,200
salad drsng spray-style drsng assorted flavors,200
salad drsng mayo lt smart balance omega plus lt,200
veg oil sprd 37 fat unspec oils w salt w added vitamin d,200
margarine reg 80 fat comp stk w salt w added vitamin d,200
margarine reg 80 fat comp tub w salt w added vitamin d,200
veg oil sprd 60 fat stk w salt w added vitamin d,200
veg oil sprd 60 fat tub w salt w added vitamin d,200
veg-oil sprd sticktubbottle 60 fat w added vitamin d,200
margarine reg 80 fat comp stk wo salt w added vitamin d,200
veg oil sprd 60 fat sticktubbottle wo salt wvit d,200
oil industrial canola hi oleic,200
oil industrial soy lo linolenic,200
oil industrial soy ultra lo linolenic,200
oil industrial soy fully hydr,200
oil industrial cttnsd fully hydr,200
salad drsng honey mustard reg,200
salad drsng poppyseed creamy,200
salad drsng caesar fat-free,200
dressing honey mustard fat-free,200
oil flaxseed contains added sliced flaxseed,200
mayonnaise red fat w olive oil,200
salad drsng mayonnaise-type lt,200
chicken broiler rotisserie bbq breast meat only,200
chicken broilers or fryers meatskngibletsneck raw,200
chicken broiler or fryer meatskngibletsneck fried batter,200
chicken broilers or fryers meatskngibletsneck fried flr,200
chicken broilers or fryers meatskngibletsneck rstd,200
chicken broilers or fryers meatskngibletsneck stwd,200
chicken broilers or fryers meat  skn raw,200
chicken broilers or fryers meatskn ckd fried batter,200
chicken broilers or fryers meatskn ckd fried flr,200
chicken broilers or fryers meatskn ckd rstd,200
chicken broilers or fryers meatskn ckd stwd,200
chicken broilers or fryers meat only raw,200
chicken broilers or fryers meat only ckd fried,200
chicken broilers or fryers meat only rstd,200
chicken broilers or fryers meat only stwd,200
chicken broilers or fryers skn only raw,200
chicken broilers or fryers skn only ckd fried batter,200
chicken broilers or fryers skn only ckd fried flr,200
chicken broilers or fryers skn only ckd rstd,200
chicken broilers or fryers skn only ckd stwd,200
chicken broilers or fryers giblets raw,200
chicken broilers or fryers giblets ckd fried,200
chicken broilers or fryers giblets ckd simmrd,200
chicken gizzard all classes raw,200
chicken gizzard all classes ckd simmrd,200
chicken heart all classes raw,200
chicken heart all classes ckd simmrd,200
chicken liver all classes raw,200
chicken liver all classes ckd simmrd,200
chicken broilers or fryers lt meat meat  skn raw,200
chicken broilers or fryers lt meat meatskn ckd fried batter,200
chicken broilers or fryers lt meat meatskn ckd fried flr,200
chicken broilers or fryers lt meat meatskn ckd rstd,200
chicken broilers or fryers lt meat meatskn ckd stwd,200
chicken broilers or fryers dk meat meat  skn raw,200
chicken broilers or fryers dk meat meatskn ckd fried batter,200
chicken broilers or fryers dk meat meatskn ckd fried flr,200
chicken broilers or fryers dk meat meatskn ckd rstd,200
chicken broilers or fryers dk meat meatskn ckd stwd,200
chicken broilers or fryers lt meat meat only raw,200
chicken broilers or fryers lt meat meat only ckd fried,200
chicken broilers or fryers lt meat meat only ckd rstd,200
chicken broilers or fryers lt meat meat only ckd stwd,200
chicken broilers or fryers dk meat meat only raw,200
chicken broilers or fryers dk meat meat only ckd fried,200
chicken broilers or fryers dk meat meat only ckd rstd,200
chicken broilers or fryers dk meat meat only ckd stwd,200
chicken broilers or fryers fat raw,200
chicken broilers or fryers back meatskn raw,200
chicken broilers or fryers back meatskn ckd fried batter,200
chicken broilers or fryers back meatskn ckd fried flr,200
chicken broilers or fryers back meatskn ckd rstd,200
chicken broilers or fryers back meatskn ckd stwd,200
chicken broilers or fryers back meat only raw,200
chicken broilers or fryers back meat only ckd fried,200
chicken broilers or fryers back meat only ckd rstd,200
chicken broilers or fryers back meat only ckd stwd,200
chicken broilers or fryers breast meatskn raw,200
chicken broilers or fryers breast meatskn ckd fried batter,200
chicken broilers or fryers breast meatskn ckd fried flr,200
chicken broilers or fryers breast meatskn ckd rstd,200
chicken broilers or fryers breast meatskn ckd stwd,200
chicken broiler or fryers brst skinless bnless meat only raw,200
chicken broilers or fryers breast meat only ckd fried,200
chicken broilers or fryers breast meat only ckd rstd,200
chicken broilers or fryers breast meat only ckd stwd,200
chicken broilers or fryers drumstk meatskn raw,200
chicken broilers or fryers drumstk meatskn ckd fried batter,200
chicken broilers or fryers drumstk meatskn ckd fried flr,200
chicken broilers or fryers drumstk meatskn ckd rstd,200
chicken broilers or fryers drumstk meatskn ckd stwd,200
chicken broilers or fryers dk meat drumstk meat only raw,200
chicken broilers or fryers drumstk meat only ckd fried,200
chicken broilers or fryers dk meat drumstk meat only ckd rst,200
chicken broilers or fryers drumstk meat only ckd stwd,200
chicken broilers or fryers leg meatskn raw,200
chicken broilers or fryers leg meatskn ckd fried batter,200
chicken broilers or fryers leg meatskn ckd fried flr,200
chicken broilers or fryers leg meatskn ckd rstd,200
chicken broilers or fryers leg meatskn ckd stwd,200
chicken broilers or fryers leg meat only raw,200
chicken broilers or fryers leg meat only ckd fried,200
chicken broilers or fryers leg meat only ckd rstd,200
chicken broilers or fryers leg meat only ckd stwd,200
chicken broilers or fryers neck meatskn raw,200
chicken broilers or fryers neck meatskn ckd fried batter,200
chicken broilers or fryers neck meatskn ckd fried flr,200
chicken broilers or fryers neck meatskn ckd simmrd,200
chicken broilers or fryers neck meat only raw,200
chicken broilers or fryers neck meat only ckd fried,200
chicken broilers or fryers neck meat only ckd simmrd,200
chicken broilers or fryers thigh meatskn raw,200
chicken broilers or fryers thigh meatskn ckd fried batter,200
chicken broilers or fryers thigh meatskn ckd fried flr,200
chicken broilers or fryers thigh meatskn ckd rstd,200
chicken broilers or fryers thigh meatskn ckd stwd,200
chicken broilers or fryers dk meat thigh meat only raw,200
chicken broilers or fryers thigh meat only ckd fried,200
chicken broilers or fryers thigh meat only ckd rstd,200
chicken broilers or fryers thigh meat only ckd stwd,200
chicken broilers or fryers wing meatskn raw,200
chicken broilers or fryers wing meatskn ckd fried batter,200
chicken broilers or fryers wing meatskn ckd fried flr,200
chicken broilers or fryers wing meatskn ckd rstd,200
chicken broilers or fryers wing meatskn ckd stwd,200
chicken broilers or fryers wing meat only raw,200
chicken broilers or fryers wing meat only ckd fried,200
chicken broilers or fryers wing meat only ckd rstd,200
chicken broilers or fryers wing meat only ckd stwd,200
chicken roasting meatskngibletsneck raw,200
chicken roasting meatskngibletsneck ckd rstd,200
canada goose breast meat skinless raw,200
chicken roasting meatskn ckd rstd,200
chicken roasting meat only raw,200
chicken roasting meat only ckd rstd,200
chicken roasting giblets raw,200
chicken roasting giblets ckd simmrd,200
chicken roasting lt meat meat only raw,200
chicken roasting lt meat meat only ckd rstd,200
chicken roasting dk meat meat only raw,200
chicken roasting dk meat meat only ckd rstd,200
chicken stewing meatskn gibletsneck raw,200
chicken stewing meat  skn  giblets  neck ckd stwd,200
chicken stewing meatskn raw,200
chicken stewing meatskn ckd stwd,200
chicken stewing meat only raw,200
chicken stewing meat only ckd stwd,200
chicken stewing giblets raw,200
chicken stewing giblets ckd simmrd,200
chicken stewing lt meat meat only raw,200
chicken stewing lt meat meat only ckd stwd,200
chicken stewing dk meat meat only raw,200
chicken stewing dk meat meat only ckd stwd,200
chicken capons meatskngibletsneck raw,200
chicken capons meatskngibletsneck ckd rstd,200
chicken capons meatskn raw,200
chicken capons meatskn ckd rstd,200
chicken capons giblets raw,200
chicken capons giblets ckd simmrd,200
duck domesticated meatskn raw,200
duck domesticated meatskn ckd rstd,200
duck domesticated meat only raw,200
duck domesticated meat only ckd rstd,200
duck domesticated liver raw,200
duck wild meatskn raw,200
duck wild breast meat only raw,200
goose domesticated meatskn raw,200
goose domesticated meatskn ckd rstd,200
goose domesticated meat only raw,200
goose domesticated meat only ckd rstd,200
goose liver raw,200
guinea hen meatskn raw,200
guinea hen meat only raw,200
pheasant raw meatskn,200
pheasant raw meat only,200
pheasant breast meat only raw,200
pheasant leg meat only raw,200
quail meat and skin raw,200
quail meat only raw,200
quail breast meat only raw,200
squab (pigeon) meatskn raw,200
squab (pigeon) meat only raw,200
squab (pigeon) lt meat woskn raw,200
turkey whl meat  skn raw,200
turkey whl meat  skn ckd rstd,200
turkey whl meat only raw,200
turkey whl meat only ckd rstd,200
turkey skn from whl (light  dark) raw,200
turkey skn from whl (light  dark) rstd,200
turkey whl giblets raw,200
turkey whl giblets ckd simmrd,200
turkey gizzard all classes raw,200
turkey gizzard all classes ckd simmrd,200
turkey heart all classes raw,200
turkey heart all classes ckd simmrd,200
turkey liver all classes raw,200
turkey liver all classes ckd simmrd,200
turkey from whl neck meat only raw,200
turkey from whl neck meat only ckd simmrd,200
turkey from whl lt meat meat  skn raw,200
turkey from whl lt meat meat  skn ckd rstd,200
turkey dk meat meat  skn raw,200
turkey dk meat from whl meat  skn ckd rstd,200
turkey from whl lt meat raw,200
turkey all classes lt meat ckd rstd,200
turkey from whole  dark meat  meat only  raw,200
turkey from whl dk meat ckd rstd,200
turkey all classes back meatskn ckd rstd,200
turkey all classes breast meatskn raw,200
turkey all classes breast meatskn ckd rstd,200
turkey all classes leg meatskn raw,200
turkey all classes leg meatskn ckd rstd,200
turkey all classes wing meatskn raw,200
turkey all classes wing meatskn ckd rstd,200
turkey fryer-roasters meatskn ckd rstd,200
turkey back from whl bird meat only raw,200
turkey back from whl bird meat only rstd,200
turkey breast from whl bird meat only raw,200
turkey breast from whl bird meat only rstd,200
turkey wing from whl bird meat only raw,200
turkey wing from whl bird meat only rstd,200
turkey young hen skn only ckd rstd,200
chicken cnd meat only wbroth,200
pate de foie gras cnd (goose liver pate) smoked,200
turkey cnd meat only wbroth,200
turkey diced ltdk meat seasoned,200
turkey and gravy frozen,200
turkey breast pre-basted meatskn ckd rstd,200
turkey thigh pre-basted meatskn ckd rstd,200
turkey rst bnless frz seasoned ltdk meat raw,200
turkey stks breaded battered fried,200
poultry mechanically deboned from backsnecks wskn raw,200
poultry mechanically deboned from backsnecks woskn raw,200
poultry mechanically deboned from mature hens raw,200
turkey mechanically deboned from turkey frames raw,200
ground turkey raw,200
ground turkey ckd,200
chicken cornish game hens meatskn raw,200
chicken cornish game hens meatskn ckd rstd,200
chicken cornish game hens meat only raw,200
chicken cornish game hens meat only ckd rstd,200
chicken canned no broth,200
chicken wing frz glazed barbecue flav,200
chicken wing frz glazed barbecue flav htd (microwave),200
ckn broilersfryers brst sknls bnls meat only w added sln rw,200
duck yng duckling dom wh pekin brst meatskn bnless ckd rstd,200
duck yng duckl dom wh pekin brst meat bnless ckd woskn brld,200
duck yng duckling dom wh pekin leg meatskn bone in ckd rstd,200
duck yng duckl dom wh pekin leg meat bone in ckd woskn brsd,200
chicken broiler rotisserie bbq drumstk meat only,200
chicken wing frz glazed bbq flav htd (conventional oven),200
chicken patty frz unckd,200
chicken patty frz ckd,200
chicken breast tenders breaded ckd microwaved,200
chicken breast tenders breaded unckd,200
chicken ground raw,200
chicken ground crumbles ckd pan-browned,200
chicken broiler rotisserie bbq thigh meat only,200
chick feet boiled,200
usda cmdty chick cnd meat only drnd,200
usda cmdty chick cnd meat only w h2o,200
usda cmdty chick cnd meat only w broth,200
chicken broiler rotisserie bbq wing meat only,200
chicken broilers or fryers back meat only ckd rotisserie ori,200
ckn brlersfryers brst mt only ckd rotisserie orig seasoning,200
chicken broilers or fryers drumstk meat only ckd rotisserie ,200
chicken broilers or fryers skn only ckd rotisserie original,200
chicken broilers or fryers thigh meat only ckd rotisserie or,200
chicken broilers or fryers wing meat only ckd rotisserie ori,200
chicken broilers or fryers back meat  skn ckd rotisserie or,200
chicken broilers or fryers breast meat  skn ckd rotisserie ,200
chicken broilers or fryers drumstk meat  skn ckd rotisserie,200
chicken broilers or fryers thigh meat  skn ckd rotisserie o,200
chicken broilers or fryers wing meat  skn ckd rotisserie or,200
usda cmdty chick fajita strips frz,200
usda cmdty turkey taco meat frz ckd,200
chicken broiler rotisserie bbq skin,200
chicken broiler rotisserie bbq back meat  skn,200
chicken broiler rotisserie bbq breast meat  skn,200
chicken broiler rotisserie bbq drumstk meat  skn,200
chicken broiler rotisserie bbq thigh meat  skn,200
chicken broiler rotisserie bbq wing meat  skn,200
ruffed grouse breast meat skinless raw,200
usda commodity turkey ham dk meat smoked frz,200
emu ground raw,200
emu ground ckd pan-broiled,200
emu fan fillet raw,200
emu fan fillet ckd brld,200
emu flat fillet raw,200
emu full rump raw,200
emu full rump ckd brld,200
emu inside drum raw,200
emu inside drums ckd brld,200
emu outside drum raw,200
emu oyster raw,200
emu top loin ckd brld,200
ostrich ground raw,200
ostrich ground ckd pan-broiled,200
ostrich fan raw,200
ostrich inside leg raw,200
ostrich inside leg ckd,200
ostrich inside strip raw,200
ostrich inside strip ckd,200
ostrich outside leg raw,200
ostrich outside strip raw,200
ostrich outside strip ckd,200
ostrich oyster raw,200
